mese,categoria,tipo_giorno,fascia_oraria,bucket_ritardo_arrivo,count,minuti_ritardo,minuti_anticipo
2024-06,IC,weekend,sera,"(15,30]",4,94.0,0.0
2024-06,IC,weekend,sera,"(30,60]",10,451.0,0.0
2024-06,IC,weekend,sera,"(5,10]",13,110.0,0.0
2024-06,IC,weekend,sera,"(60,120]",8,652.0,0.0
2024-06,IC,weekend,sera,> 120,1,278.0,0.0
2024-06,IC,weekend,sera,missing,1,0.0,0.0
2024-06,IC,weekend,tarda_mattina,"(-1,0]",12,0.0,0.0
2024-06,IC,weekend,tarda_mattina,"(-10,-5]",26,0.0,179.0
2024-06,IC,weekend,tarda_mattina,"(-15,-10]",3,0.0,39.0
2024-06,IC,weekend,tarda_mattina,"(-30,-15]",2,0.0,30.0
2024-06,IC,weekend,tarda_mattina,"(-5,-1]",33,0.0,78.0
2024-06,IC,weekend,tarda_mattina,"(-60,-30]",1,0.0,36.0
2024-06,IC,weekend,tarda_mattina,"(0,1]",15,15.0,0.0
2024-06,IC,weekend,tarda_mattina,"(1,5]",30,103.0,0.0
2024-06,IC,weekend,tarda_mattina,"(10,15]",7,93.0,0.0
2024-06,IC,weekend,tarda_mattina,"(15,30]",17,361.0,0.0
2024-06,IC,weekend,tarda_mattina,"(30,60]",17,728.0,0.0
2024-06,IC,weekend,tarda_mattina,"(5,10]",23,187.0,0.0
2024-06,IC,weekend,tarda_mattina,"(60,120]",10,835.0,0.0
2024-06,IC,weekend,tarda_mattina,> 120,2,293.0,0.0
2024-06,IC,weekend,tarda_mattina,missing,3,0.0,0.0
2024-06,ICN,infrasettimanale,mattina,"(-15,-10]",2,0.0,25.0
2024-06,ICN,infrasettimanale,mattina,"(-30,-15]",3,0.0,64.0
2024-06,ICN,infrasettimanale,mattina,"(-5,-1]",1,0.0,1.0
2024-06,ICN,infrasettimanale,mattina,"(60,120]",1,67.0,0.0
2024-06,ICN,infrasettimanale,notte,"(-1,0]",1,0.0,0.0
2024-06,ICN,infrasettimanale,notte,"(-10,-5]",1,0.0,5.0
2024-06,ICN,infrasettimanale,notte,"(-30,-15]",5,0.0,107.0
2024-06,ICN,infrasettimanale,notte,"(-5,-1]",4,0.0,5.0
2024-06,ICN,infrasettimanale,notte,"(0,1]",3,3.0,0.0
2024-06,ICN,infrasettimanale,notte,"(1,5]",5,15.0,0.0
2024-06,ICN,infrasettimanale,notte,"(5,10]",1,7.0,0.0
2024-06,ICN,infrasettimanale,notte,"(60,120]",1,74.0,0.0
2024-06,ICN,infrasettimanale,pomeriggio,"(-10,-5]",1,0.0,6.0
2024-06,ICN,infrasettimanale,sera,"(-1,0]",7,0.0,0.0
2024-06,ICN,infrasettimanale,sera,"(-10,-5]",11,0.0,79.0
2024-06,ICN,infrasettimanale,sera,"(-15,-10]",1,0.0,11.0
2024-06,ICN,infrasettimanale,sera,"(-5,-1]",27,0.0,61.0
2024-06,ICN,infrasettimanale,sera,"(-60,-30]",1,0.0,50.0
2024-06,ICN,infrasettimanale,sera,"(0,1]",7,7.0,0.0
2024-06,ICN,infrasettimanale,sera,"(1,5]",34,116.0,0.0
2024-06,ICN,infrasettimanale,sera,"(10,15]",11,143.0,0.0
2024-06,ICN,infrasettimanale,sera,"(15,30]",22,457.0,0.0
2024-06,ICN,infrasettimanale,sera,"(30,60]",11,543.0,0.0
2024-06,ICN,infrasettimanale,sera,"(5,10]",21,160.0,0.0
2024-06,ICN,infrasettimanale,sera,"(60,120]",3,238.0,0.0
2024-06,ICN,infrasettimanale,sera,> 120,2,282.0,0.0
2024-06,ICN,infrasettimanale,tarda_mattina,"(-1,0]",2,0.0,0.0
2024-06,ICN,infrasettimanale,tarda_mattina,"(-10,-5]",1,0.0,8.0
2024-06,ICN,infrasettimanale,tarda_mattina,"(-5,-1]",8,0.0,22.0
2024-06,ICN,infrasettimanale,tarda_mattina,"(0,1]",1,1.0,0.0
2024-06,ICN,infrasettimanale,tarda_mattina,"(1,5]",3,10.0,0.0
2024-06,ICN,infrasettimanale,tarda_mattina,"(10,15]",3,38.0,0.0
2024-06,ICN,infrasettimanale,tarda_mattina,"(15,30]",7,139.0,0.0
2024-06,ICN,infrasettimanale,tarda_mattina,"(30,60]",2,74.0,0.0
2024-06,ICN,infrasettimanale,tarda_mattina,"(5,10]",3,26.0,0.0
2024-06,ICN,infrasettimanale,tarda_mattina,"(60,120]",1,88.0,0.0
2024-06,ICN,weekend,mattina,"(-30,-15]",3,0.0,72.0
2024-06,ICN,weekend,mattina,"(-5,-1]",1,0.0,2.0
2024-06,ICN,weekend,notte,"(-1,0]",1,0.0,0.0
2024-06,ICN,weekend,notte,"(-30,-15]",3,0.0,71.0
2024-06,ICN,weekend,notte,"(-5,-1]",5,0.0,14.0
2024-06,ICN,weekend,notte,"(0,1]",1,1.0,0.0
2024-06,ICN,weekend,notte,"(1,5]",2,6.0,0.0
2024-06,ICN,weekend,notte,"(10,15]",1,15.0,0.0
2024-06,ICN,weekend,notte,"(5,10]",2,16.0,0.0
2024-06,ICN,weekend,notte,"(60,120]",1,90.0,0.0
2024-06,ICN,weekend,pomeriggio,"(-5,-1]",1,0.0,4.0
2024-06,ICN,weekend,sera,"(-1,0]",3,0.0,0.0
2024-06,ICN,weekend,sera,"(-10,-5]",8,0.0,55.0
2024-06,ICN,weekend,sera,"(-15,-10]",7,0.0,80.0
2024-06,ICN,weekend,sera,"(-5,-1]",15,0.0,33.0
2024-06,ICN,weekend,sera,"(0,1]",6,6.0,0.0
2024-06,ICN,weekend,sera,"(1,5]",17,51.0,0.0
2024-06,ICN,weekend,sera,"(10,15]",7,86.0,0.0
2024-06,ICN,weekend,sera,"(15,30]",5,125.0,0.0
2024-06,ICN,weekend,sera,"(30,60]",7,305.0,0.0
2024-06,ICN,weekend,sera,"(5,10]",12,94.0,0.0
2024-06,ICN,weekend,sera,"(60,120]",3,251.0,0.0
2024-06,ICN,weekend,sera,> 120,2,363.0,0.0
2024-06,ICN,weekend,tarda_mattina,"(-5,-1]",5,0.0,14.0
2024-06,ICN,weekend,tarda_mattina,"(1,5]",4,12.0,0.0
2024-06,ICN,weekend,tarda_mattina,"(10,15]",2,25.0,0.0
2024-06,ICN,weekend,tarda_mattina,"(15,30]",1,19.0,0.0
2024-06,ICN,weekend,tarda_mattina,"(30,60]",1,59.0,0.0
2024-06,ICN,weekend,tarda_mattina,"(5,10]",1,7.0,0.0
2024-06,IR,weekend,sera,"(30,60]",1,43.0,0.0
2024-06,MET,infrasettimanale,mattina,"(-1,0]",59,0.0,0.0
2024-06,MET,infrasettimanale,mattina,"(-10,-5]",12,0.0,77.0
2024-06,MET,infrasettimanale,mattina,"(-5,-1]",315,0.0,574.0
2024-06,MET,infrasettimanale,mattina,"(0,1]",111,111.0,0.0
2024-06,MET,infrasettimanale,mattina,"(1,5]",110,287.0,0.0
2024-06,MET,infrasettimanale,mattina,"(10,15]",5,68.0,0.0
2024-06,MET,infrasettimanale,mattina,"(15,30]",7,146.0,0.0
2024-06,MET,infrasettimanale,mattina,"(30,60]",2,97.0,0.0
2024-06,MET,infrasettimanale,mattina,"(5,10]",12,87.0,0.0
2024-06,MET,infrasettimanale,mattina,"(60,120]",2,141.0,0.0
2024-06,MET,infrasettimanale,mattina,missing,10,0.0,0.0
2024-06,MET,infrasettimanale,notte,"(-1,0]",25,0.0,0.0
2024-06,MET,infrasettimanale,notte,"(-10,-5]",9,0.0,47.0
2024-06,MET,infrasettimanale,notte,"(-5,-1]",139,0.0,291.0
2024-06,MET,infrasettimanale,notte,"(0,1]",26,26.0,0.0
2024-06,MET,infrasettimanale,notte,"(1,5]",28,84.0,0.0
2024-06,MET,infrasettimanale,notte,"(10,15]",4,48.0,0.0
2024-06,MET,infrasettimanale,notte,"(15,30]",1,18.0,0.0
2024-06,MET,infrasettimanale,notte,"(5,10]",2,14.0,0.0
2024-06,MET,infrasettimanale,notte,missing,9,0.0,0.0
2024-06,MET,infrasettimanale,pomeriggio,"(-1,0]",89,0.0,0.0
2024-06,MET,infrasettimanale,pomeriggio,"(-10,-5]",9,0.0,54.0
2024-06,MET,infrasettimanale,pomeriggio,"(-5,-1]",400,0.0,734.0
2024-06,MET,infrasettimanale,pomeriggio,"(0,1]",116,116.0,0.0
2024-06,MET,infrasettimanale,pomeriggio,"(1,5]",129,375.0,0.0
2024-06,MET,infrasettimanale,pomeriggio,"(10,15]",10,129.0,0.0
2024-06,MET,infrasettimanale,pomeriggio,"(15,30]",12,282.0,0.0
2024-06,MET,infrasettimanale,pomeriggio,"(30,60]",4,149.0,0.0
2024-06,MET,infrasettimanale,pomeriggio,"(5,10]",31,234.0,0.0
2024-06,MET,infrasettimanale,pomeriggio,missing,10,0.0,0.0
2024-06,MET,infrasettimanale,sera,"(-1,0]",93,0.0,0.0
2024-06,MET,infrasettimanale,sera,"(-10,-5]",19,0.0,113.0
2024-06,MET,infrasettimanale,sera,"(-15,-10]",1,0.0,10.0
2024-06,MET,infrasettimanale,sera,"(-5,-1]",323,0.0,588.0
2024-06,MET,infrasettimanale,sera,"(0,1]",138,138.0,0.0
2024-06,MET,infrasettimanale,sera,"(1,5]",143,416.0,0.0
2024-06,MET,infrasettimanale,sera,"(10,15]",19,236.0,0.0
2024-06,MET,infrasettimanale,sera,"(15,30]",19,421.0,0.0
2024-06,MET,infrasettimanale,sera,"(30,60]",3,121.0,0.0
2024-06,MET,infrasettimanale,sera,"(5,10]",24,191.0,0.0
2024-06,MET,infrasettimanale,sera,missing,4,0.0,0.0
2024-06,MET,infrasettimanale,tarda_mattina,"(-1,0]",78,0.0,0.0
2024-06,MET,infrasettimanale,tarda_mattina,"(-10,-5]",33,0.0,195.0
2024-06,MET,infrasettimanale,tarda_mattina,"(-15,-10]",3,0.0,38.0
2024-06,MET,infrasettimanale,tarda_mattina,"(-5,-1]",499,0.0,990.0
2024-06,MET,infrasettimanale,tarda_mattina,"(0,1]",117,117.0,0.0
2024-06,MET,infrasettimanale,tarda_mattina,"(1,5]",135,391.0,0.0
2024-06,MET,infrasettimanale,tarda_mattina,"(10,15]",9,112.0,0.0
2024-06,MET,infrasettimanale,tarda_mattina,"(15,30]",7,158.0,0.0
2024-06,MET,infrasettimanale,tarda_mattina,"(5,10]",28,207.0,0.0
2024-06,MET,infrasettimanale,tarda_mattina,missing,3,0.0,0.0
2024-06,MET,weekend,mattina,"(-1,0]",32,0.0,0.0
2024-06,MET,weekend,mattina,"(-10,-5]",11,0.0,68.0
2024-06,MET,weekend,mattina,"(-5,-1]",140,0.0,250.0
2024-06,MET,weekend,mattina,"(0,1]",39,39.0,0.0
2024-06,MET,weekend,mattina,"(1,5]",39,107.0,0.0
2024-06,MET,weekend,mattina,"(15,30]",1,17.0,0.0
2024-06,MET,weekend,mattina,"(5,10]",4,32.0,0.0
2024-06,MET,weekend,mattina,missing,11,0.0,0.0
2024-06,MET,weekend,notte,"(-1,0]",13,0.0,0.0
2024-06,MET,weekend,notte,"(-10,-5]",6,0.0,34.0
2024-06,MET,weekend,notte,"(-5,-1]",65,0.0,159.0
2024-06,MET,weekend,notte,"(0,1]",17,17.0,0.0
2024-06,MET,weekend,notte,"(1,5]",12,34.0,0.0
2024-06,MET,weekend,notte,"(10,15]",6,75.0,0.0
2024-06,MET,weekend,notte,"(15,30]",5,106.0,0.0
2024-06,MET,weekend,notte,"(5,10]",5,40.0,0.0
2024-06,MET,weekend,notte,missing,7,0.0,0.0
2024-06,MET,weekend,pomeriggio,"(-1,0]",37,0.0,0.0
2024-06,MET,weekend,pomeriggio,"(-10,-5]",14,0.0,79.0
2024-06,MET,weekend,pomeriggio,"(-5,-1]",187,0.0,389.0
2024-06,MET,weekend,pomeriggio,"(0,1]",54,54.0,0.0
2024-06,MET,weekend,pomeriggio,"(1,5]",45,125.0,0.0
2024-06,MET,weekend,pomeriggio,"(10,15]",4,48.0,0.0
2024-06,MET,weekend,pomeriggio,"(15,30]",1,22.0,0.0
2024-06,MET,weekend,pomeriggio,"(5,10]",5,34.0,0.0
2024-06,MET,weekend,pomeriggio,missing,12,0.0,0.0
2024-06,MET,weekend,sera,"(-1,0]",48,0.0,0.0
2024-06,MET,weekend,sera,"(-10,-5]",14,0.0,75.0
2024-06,MET,weekend,sera,"(-5,-1]",143,0.0,263.0
2024-06,MET,weekend,sera,"(0,1]",50,50.0,0.0
2024-06,MET,weekend,sera,"(1,5]",59,174.0,0.0
2024-06,MET,weekend,sera,"(10,15]",3,37.0,0.0
2024-06,MET,weekend,sera,"(15,30]",1,17.0,0.0
2024-06,MET,weekend,sera,"(5,10]",8,57.0,0.0
2024-06,MET,weekend,sera,missing,14,0.0,0.0
2024-06,MET,weekend,tarda_mattina,"(-1,0]",37,0.0,0.0
2024-06,MET,weekend,tarda_mattina,"(-10,-5]",16,0.0,92.0
2024-06,MET,weekend,tarda_mattina,"(-5,-1]",190,0.0,376.0
2024-06,MET,weekend,tarda_mattina,"(0,1]",53,53.0,0.0
2024-06,MET,weekend,tarda_mattina,"(1,5]",47,121.0,0.0
2024-06,MET,weekend,tarda_mattina,"(15,30]",1,21.0,0.0
2024-06,MET,weekend,tarda_mattina,"(5,10]",8,61.0,0.0
2024-06,MET,weekend,tarda_mattina,missing,4,0.0,0.0
2024-06,NCL,infrasettimanale,mattina,"(-10,-5]",1,0.0,7.0
2024-06,NCL,infrasettimanale,mattina,missing,1,0.0,0.0
2024-06,NCL,infrasettimanale,notte,"(-30,-15]",2,0.0,47.0
2024-06,NCL,infrasettimanale,tarda_mattina,"(-30,-15]",1,0.0,24.0
2024-06,NCL,infrasettimanale,tarda_mattina,<= -60,1,0.0,61.0
2024-06,NCL,weekend,notte,"(-30,-15]",3,0.0,74.0
2024-06,NCL,weekend,notte,"(-60,-30]",2,0.0,74.0
2024-06,NCL,weekend,sera,"(-1,0]",1,0.0,0.0
2024-06,NCL,weekend,sera,"(-5,-1]",1,0.0,1.0
2024-06,NCL,weekend,sera,"(15,30]",1,19.0,0.0
2024-06,REG,infrasettimanale,mattina,"(-1,0]",2413,0.0,0.0
2024-06,REG,infrasettimanale,mattina,"(-10,-5]",928,0.0,5427.0
2024-06,REG,infrasettimanale,mattina,"(-15,-10]",61,0.0,676.0
2024-06,REG,infrasettimanale,mattina,"(-30,-15]",25,0.0,413.0
2024-06,REG,infrasettimanale,mattina,"(-5,-1]",7925,0.0,15758.0
2024-06,REG,infrasettimanale,mattina,"(0,1]",3092,3092.0,0.0
2024-06,REG,infrasettimanale,mattina,"(1,5]",6685,20690.0,0.0
2024-06,REG,infrasettimanale,mattina,"(10,15]",485,6074.0,0.0
2024-06,REG,infrasettimanale,mattina,"(15,30]",446,9455.0,0.0
2024-06,REG,infrasettimanale,mattina,"(30,60]",174,7066.0,0.0
2024-06,REG,infrasettimanale,mattina,"(5,10]",1671,12399.0,0.0
2024-06,REG,infrasettimanale,mattina,"(60,120]",44,3523.0,0.0
2024-06,REG,infrasettimanale,mattina,> 120,5,735.0,0.0
2024-06,REG,infrasettimanale,mattina,missing,108,0.0,0.0
2024-06,REG,infrasettimanale,notte,"(-1,0]",975,0.0,0.0
2024-06,REG,infrasettimanale,notte,"(-10,-5]",494,0.0,2898.0
2024-06,REG,infrasettimanale,notte,"(-15,-10]",33,0.0,369.0
2024-06,REG,infrasettimanale,notte,"(-30,-15]",4,0.0,68.0
2024-06,REG,infrasettimanale,notte,"(-5,-1]",3878,0.0,8002.0
2024-06,REG,infrasettimanale,notte,"(0,1]",1170,1170.0,0.0
2024-06,REG,infrasettimanale,notte,"(1,5]",2229,6741.0,0.0
2024-06,REG,infrasettimanale,notte,"(10,15]",165,2073.0,0.0
2024-06,REG,infrasettimanale,notte,"(15,30]",172,3736.0,0.0
2024-06,REG,infrasettimanale,notte,"(30,60]",72,2953.0,0.0
2024-06,REG,infrasettimanale,notte,"(5,10]",594,4418.0,0.0
2024-06,REG,infrasettimanale,notte,"(60,120]",19,1678.0,0.0
2024-06,REG,infrasettimanale,notte,> 120,2,300.0,0.0
2024-06,REG,infrasettimanale,notte,missing,45,0.0,0.0
2024-06,REG,infrasettimanale,pomeriggio,"(-1,0]",2679,0.0,0.0
2024-06,REG,infrasettimanale,pomeriggio,"(-10,-5]",1226,0.0,7253.0
2024-06,REG,infrasettimanale,pomeriggio,"(-15,-10]",83,0.0,936.0
2024-06,REG,infrasettimanale,pomeriggio,"(-30,-15]",7,0.0,125.0
2024-06,REG,infrasettimanale,pomeriggio,"(-5,-1]",8811,0.0,17543.0
2024-06,REG,infrasettimanale,pomeriggio,"(-60,-30]",2,0.0,96.0
2024-06,REG,infrasettimanale,pomeriggio,"(0,1]",3570,3570.0,0.0
2024-06,REG,infrasettimanale,pomeriggio,"(1,5]",7862,24744.0,0.0
2024-06,REG,infrasettimanale,pomeriggio,"(10,15]",883,11250.0,0.0
2024-06,REG,infrasettimanale,pomeriggio,"(15,30]",816,17502.0,0.0
2024-06,REG,infrasettimanale,pomeriggio,"(30,60]",325,13148.0,0.0
2024-06,REG,infrasettimanale,pomeriggio,"(5,10]",2479,18554.0,0.0
2024-06,REG,infrasettimanale,pomeriggio,"(60,120]",73,5963.0,0.0
2024-06,REG,infrasettimanale,pomeriggio,> 120,10,1677.0,0.0
2024-06,REG,infrasettimanale,pomeriggio,missing,172,0.0,0.0
2024-06,REG,infrasettimanale,sera,"(-1,0]",2071,0.0,0.0
2024-06,REG,infrasettimanale,sera,"(-10,-5]",1090,0.0,6417.0
2024-06,REG,infrasettimanale,sera,"(-15,-10]",112,0.0,1264.0
2024-06,REG,infrasettimanale,sera,"(-30,-15]",22,0.0,356.0
2024-06,REG,infrasettimanale,sera,"(-5,-1]",7431,0.0,15327.0
2024-06,REG,infrasettimanale,sera,"(0,1]",2632,2632.0,0.0
2024-06,REG,infrasettimanale,sera,"(1,5]",5914,18683.0,0.0
2024-06,REG,infrasettimanale,sera,"(10,15]",757,9487.0,0.0
2024-06,REG,infrasettimanale,sera,"(15,30]",759,16195.0,0.0
2024-06,REG,infrasettimanale,sera,"(30,60]",324,13655.0,0.0
2024-06,REG,infrasettimanale,sera,"(5,10]",1982,14865.0,0.0
2024-06,REG,infrasettimanale,sera,"(60,120]",74,5978.0,0.0
2024-06,REG,infrasettimanale,sera,<= -60,1,0.0,68.0
2024-06,REG,infrasettimanale,sera,> 120,8,1207.0,0.0
2024-06,REG,infrasettimanale,sera,missing,140,0.0,0.0
2024-06,REG,infrasettimanale,tarda_mattina,"(-1,0]",3071,0.0,0.0
2024-06,REG,infrasettimanale,tarda_mattina,"(-10,-5]",1208,0.0,7044.0
2024-06,REG,infrasettimanale,tarda_mattina,"(-15,-10]",95,0.0,1070.0
2024-06,REG,infrasettimanale,tarda_mattina,"(-30,-15]",20,0.0,356.0
2024-06,REG,infrasettimanale,tarda_mattina,"(-5,-1]",9794,0.0,19595.0
2024-06,REG,infrasettimanale,tarda_mattina,"(0,1]",3832,3832.0,0.0
2024-06,REG,infrasettimanale,tarda_mattina,"(1,5]",7669,23974.0,0.0
2024-06,REG,infrasettimanale,tarda_mattina,"(10,15]",729,9215.0,0.0
2024-06,REG,infrasettimanale,tarda_mattina,"(15,30]",679,14258.0,0.0
2024-06,REG,infrasettimanale,tarda_mattina,"(30,60]",254,10494.0,0.0
2024-06,REG,infrasettimanale,tarda_mattina,"(5,10]",2106,15592.0,0.0
2024-06,REG,infrasettimanale,tarda_mattina,"(60,120]",63,5195.0,0.0
2024-06,REG,infrasettimanale,tarda_mattina,<= -60,1,0.0,64.0
2024-06,REG,infrasettimanale,tarda_mattina,> 120,27,5042.0,0.0
2024-06,REG,infrasettimanale,tarda_mattina,missing,117,0.0,0.0
2024-06,REG,weekend,mattina,"(-1,0]",850,0.0,0.0
2024-06,REG,weekend,mattina,"(-10,-5]",402,0.0,2331.0
2024-06,REG,weekend,mattina,"(-15,-10]",31,0.0,345.0
2024-06,REG,weekend,mattina,"(-30,-15]",8,0.0,138.0
2024-06,REG,weekend,mattina,"(-5,-1]",2984,0.0,6044.0
2024-06,REG,weekend,mattina,"(0,1]",1119,1119.0,0.0
2024-06,REG,weekend,mattina,"(1,5]",1982,6039.0,0.0
2024-06,REG,weekend,mattina,"(10,15]",163,2077.0,0.0
2024-06,REG,weekend,mattina,"(15,30]",156,3351.0,0.0
2024-06,REG,weekend,mattina,"(30,60]",67,2772.0,0.0
2024-06,REG,weekend,mattina,"(5,10]",461,3432.0,0.0
2024-06,REG,weekend,mattina,"(60,120]",18,1296.0,0.0
2024-06,REG,weekend,mattina,> 120,2,329.0,0.0
2024-06,REG,weekend,mattina,missing,309,0.0,0.0
2024-06,REG,weekend,notte,"(-1,0]",384,0.0,0.0
2024-06,REG,weekend,notte,"(-10,-5]",235,0.0,1395.0
2024-06,REG,weekend,notte,"(-15,-10]",23,0.0,269.0
2024-06,REG,weekend,notte,"(-30,-15]",2,0.0,39.0
2024-06,REG,weekend,notte,"(-5,-1]",1383,0.0,2872.0
2024-06,REG,weekend,notte,"(0,1]",411,411.0,0.0
2024-06,REG,weekend,notte,"(1,5]",705,2128.0,0.0
2024-06,REG,weekend,notte,"(10,15]",63,781.0,0.0
2024-06,REG,weekend,notte,"(15,30]",47,1053.0,0.0
2024-06,REG,weekend,notte,"(30,60]",23,931.0,0.0
2024-06,REG,weekend,notte,"(5,10]",157,1113.0,0.0
2024-06,REG,weekend,notte,"(60,120]",6,486.0,0.0
2024-06,REG,weekend,notte,> 120,1,295.0,0.0
2024-06,REG,weekend,notte,missing,86,0.0,0.0
2024-06,REG,weekend,pomeriggio,"(-1,0]",958,0.0,0.0
2024-06,REG,weekend,pomeriggio,"(-10,-5]",457,0.0,2775.0
2024-06,REG,weekend,pomeriggio,"(-15,-10]",44,0.0,495.0
2024-06,REG,weekend,pomeriggio,"(-30,-15]",8,0.0,138.0
2024-06,REG,weekend,pomeriggio,"(-5,-1]",3330,0.0,6749.0
2024-06,REG,weekend,pomeriggio,"(-60,-30]",1,0.0,40.0
2024-06,REG,weekend,pomeriggio,"(0,1]",1217,1217.0,0.0
2024-06,REG,weekend,pomeriggio,"(1,5]",2364,7350.0,0.0
2024-06,REG,weekend,pomeriggio,"(10,15]",273,3455.0,0.0
2024-06,REG,weekend,pomeriggio,"(15,30]",257,5540.0,0.0
2024-06,REG,weekend,pomeriggio,"(30,60]",109,4474.0,0.0
2024-06,REG,weekend,pomeriggio,"(5,10]",720,5392.0,0.0
2024-06,REG,weekend,pomeriggio,"(60,120]",23,1771.0,0.0
2024-06,REG,weekend,pomeriggio,> 120,1,139.0,0.0
2024-06,REG,weekend,pomeriggio,missing,386,0.0,0.0
2024-06,REG,weekend,sera,"(-1,0]",778,0.0,0.0
2024-06,REG,weekend,sera,"(-10,-5]",427,0.0,2571.0
2024-06,REG,weekend,sera,"(-15,-10]",29,0.0,309.0
2024-06,REG,weekend,sera,"(-30,-15]",4,0.0,60.0
2024-06,REG,weekend,sera,"(-5,-1]",2885,0.0,5886.0
2024-06,REG,weekend,sera,"(0,1]",958,958.0,0.0
2024-06,REG,weekend,sera,"(1,5]",1883,5873.0,0.0
2024-06,REG,weekend,sera,"(10,15]",243,3098.0,0.0
2024-06,REG,weekend,sera,"(15,30]",227,4911.0,0.0
2024-06,REG,weekend,sera,"(30,60]",65,2540.0,0.0
2024-06,REG,weekend,sera,"(5,10]",602,4499.0,0.0
2024-06,REG,weekend,sera,"(60,120]",17,1205.0,0.0
2024-06,REG,weekend,sera,> 120,1,156.0,0.0
2024-06,REG,weekend,sera,missing,293,0.0,0.0
2024-06,REG,weekend,tarda_mattina,"(-1,0]",1008,0.0,0.0
2024-06,REG,weekend,tarda_mattina,"(-10,-5]",420,0.0,2494.0
2024-06,REG,weekend,tarda_mattina,"(-15,-10]",28,0.0,307.0
2024-06,REG,weekend,tarda_mattina,"(-30,-15]",6,0.0,108.0
2024-06,REG,weekend,tarda_mattina,"(-5,-1]",3418,0.0,6972.0
2024-06,REG,weekend,tarda_mattina,"(-60,-30]",2,0.0,79.0
2024-06,REG,weekend,tarda_mattina,"(0,1]",1144,1144.0,0.0
2024-06,REG,weekend,tarda_mattina,"(1,5]",2445,7525.0,0.0
2024-06,REG,weekend,tarda_mattina,"(10,15]",218,2785.0,0.0
2024-06,REG,weekend,tarda_mattina,"(15,30]",209,4433.0,0.0
2024-06,REG,weekend,tarda_mattina,"(30,60]",74,3075.0,0.0
2024-06,REG,weekend,tarda_mattina,"(5,10]",706,5260.0,0.0
2024-06,REG,weekend,tarda_mattina,"(60,120]",23,1803.0,0.0
2024-06,REG,weekend,tarda_mattina,> 120,2,364.0,0.0
2024-06,REG,weekend,tarda_mattina,missing,397,0.0,0.0
