giorno,ora,categoria,bucket_ritardo_arrivo,count,minuti_ritardo,minuti_anticipo
2026-02-13,13:00,IC,"(10,15]",1,12,0
2026-02-13,14:00,FR,"(1,5]",1,2,0
2026-02-13,15:00,ICN,"(-10,-5]",1,0,7
2026-02-13,16:00,IC,"(-15,-10]",1,0,10
2026-02-13,16:00,IC,"(30,60]",1,32,0
2026-02-13,16:00,ICN,"(30,60]",1,44,0
2026-02-13,17:00,IC,"(-10,-5]",2,0,12
2026-02-13,18:00,ICN,"(-1,0]",1,0,0
2026-02-13,19:00,FR,"(-1,0]",1,0,0
2026-02-13,19:00,IC,"(-1,0]",1,0,0
2026-02-13,19:00,ICN,"(5,10]",2,16,0
2026-02-13,20:00,EXP,"(10,15]",1,11,0
2026-02-13,20:00,IC,"(-5,-1]",1,0,2
2026-02-13,20:00,IC,"(15,30]",2,54,0
2026-02-13,20:00,IC,"(5,10]",1,7,0
2026-02-13,20:00,ICN,"(-10,-5]",2,0,13
2026-02-13,20:00,ICN,"(-5,-1]",1,0,3
2026-02-13,20:00,ICN,"(10,15]",2,26,0
2026-02-13,20:00,REG,"(-5,-1]",1,0,2
2026-02-13,21:00,ICN,"(-10,-5]",1,0,6
2026-02-13,21:00,ICN,"(-5,-1]",1,0,2
2026-02-13,21:00,REG,"(1,5]",2,9,0
2026-02-13,21:00,REG,"(5,10]",1,10,0
2026-02-13,22:00,IC,"(-5,-1]",1,0,3
2026-02-13,22:00,ICN,"(-10,-5]",1,0,5
2026-02-13,22:00,REG,"(-1,0]",1,0,0
2026-02-13,22:00,REG,"(-5,-1]",9,0,22
2026-02-13,22:00,REG,"(0,1]",3,3,0
2026-02-13,22:00,REG,"(1,5]",5,18,0
2026-02-13,22:00,REG,"(5,10]",2,15,0
2026-02-13,23:00,IC,"(30,60]",1,50,0
2026-02-13,23:00,ICN,"(-10,-5]",1,0,8
2026-02-13,23:00,REG,"(-1,0]",7,0,0
2026-02-13,23:00,REG,"(-10,-5]",6,0,37
2026-02-13,23:00,REG,"(-5,-1]",27,0,50
2026-02-13,23:00,REG,"(0,1]",11,11,0
2026-02-13,23:00,REG,"(1,5]",11,29,0
2026-02-13,23:00,REG,"(15,30]",1,29,0
2026-02-13,23:00,REG,"(5,10]",5,38,0
2026-02-14,00:00,IC,"(-5,-1]",1,0,2
2026-02-14,00:00,REG,"(-1,0]",3,0,0
2026-02-14,00:00,REG,"(-10,-5]",5,0,29
2026-02-14,00:00,REG,"(-5,-1]",29,0,56
2026-02-14,00:00,REG,"(0,1]",6,6,0
2026-02-14,00:00,REG,"(1,5]",11,30,0
2026-02-14,00:00,REG,"(5,10]",4,25,0
2026-02-14,01:00,NCL,"(-60,-30]",1,0,42
2026-02-14,01:00,REG,"(-1,0]",4,0,0
2026-02-14,01:00,REG,"(-5,-1]",15,0,29
2026-02-14,01:00,REG,"(0,1]",6,6,0
2026-02-14,01:00,REG,"(1,5]",5,14,0
2026-02-14,01:00,REG,"(15,30]",1,23,0
2026-02-14,01:00,REG,"(30,60]",1,40,0
2026-02-14,01:00,REG,"(5,10]",3,19,0
2026-02-14,02:00,REG,"(-1,0]",2,0,0
2026-02-14,02:00,REG,"(-5,-1]",5,0,12
2026-02-14,02:00,REG,"(0,1]",1,1,0
2026-02-14,02:00,REG,"(1,5]",2,7,0
2026-02-14,03:00,NCL,"(1,5]",1,2,0
2026-02-14,03:00,REG,"(-5,-1]",2,0,2
2026-02-14,03:00,REG,"(0,1]",1,1,0
2026-02-14,03:00,REG,"(1,5]",1,5,0
2026-02-14,03:00,REG,"(10,15]",1,15,0
2026-02-14,04:00,IC,"(1,5]",1,4,0
2026-02-14,04:00,IC,"(5,10]",1,6,0
2026-02-14,04:00,REG,"(-1,0]",6,0,0
2026-02-14,04:00,REG,"(-10,-5]",4,0,25
2026-02-14,04:00,REG,"(-5,-1]",23,0,58
2026-02-14,04:00,REG,"(0,1]",10,10,0
2026-02-14,04:00,REG,"(1,5]",15,48,0
2026-02-14,04:00,REG,"(10,15]",1,11,0
2026-02-14,04:00,REG,"(15,30]",3,65,0
2026-02-14,04:00,REG,"(30,60]",2,88,0
2026-02-14,04:00,REG,"(5,10]",5,37,0
2026-02-14,05:00,EN,"(30,60]",1,36,0
2026-02-14,05:00,FB,"(60,120]",1,112,0
2026-02-14,05:00,FR,"(-5,-1]",3,0,4
2026-02-14,05:00,FR,"(0,1]",1,1,0
2026-02-14,05:00,FR,"(1,5]",3,9,0
2026-02-14,05:00,FR,"(10,15]",1,14,0
2026-02-14,05:00,FR,"(15,30]",1,19,0
2026-02-14,05:00,FR,"(30,60]",3,164,0
2026-02-14,05:00,FR,"(5,10]",1,7,0
2026-02-14,05:00,FR,"(60,120]",6,654,0
2026-02-14,05:00,FR,> 120,1,176,0
2026-02-14,05:00,IC,"(-5,-1]",3,0,10
2026-02-14,05:00,IC,"(10,15]",1,14,0
2026-02-14,05:00,IC,"(30,60]",2,72,0
2026-02-14,05:00,IC,"(5,10]",1,10,0
2026-02-14,05:00,IC,"(60,120]",1,86,0
2026-02-14,05:00,ICN,"(1,5]",1,3,0
2026-02-14,05:00,MET,"(-5,-1]",2,0,3
2026-02-14,05:00,MET,"(0,1]",4,4,0
2026-02-14,05:00,MET,"(1,5]",2,4,0
2026-02-14,05:00,REG,"(-1,0]",49,0,0
2026-02-14,05:00,REG,"(-10,-5]",18,0,120
2026-02-14,05:00,REG,"(-15,-10]",2,0,22
2026-02-14,05:00,REG,"(-5,-1]",141,0,282
2026-02-14,05:00,REG,"(0,1]",53,53,0
2026-02-14,05:00,REG,"(1,5]",106,346,0
2026-02-14,05:00,REG,"(10,15]",12,157,0
2026-02-14,05:00,REG,"(15,30]",8,177,0
2026-02-14,05:00,REG,"(30,60]",1,34,0
2026-02-14,05:00,REG,"(5,10]",26,200,0
2026-02-14,06:00,EXP,"(-15,-10]",1,0,12
2026-02-14,06:00,FA,"(-1,0]",1,0,0
2026-02-14,06:00,FA,"(30,60]",1,46,0
2026-02-14,06:00,FB,"(-1,0]",1,0,0
2026-02-14,06:00,FR,"(-1,0]",1,0,0
2026-02-14,06:00,FR,"(-5,-1]",3,0,7
2026-02-14,06:00,FR,"(0,1]",1,1,0
2026-02-14,06:00,FR,"(1,5]",2,9,0
2026-02-14,06:00,FR,"(10,15]",3,40,0
2026-02-14,06:00,FR,"(15,30]",1,20,0
2026-02-14,06:00,FR,"(30,60]",3,127,0
2026-02-14,06:00,FR,"(5,10]",3,25,0
2026-02-14,06:00,FR,"(60,120]",8,712,0
2026-02-14,06:00,FR,> 120,3,561,0
2026-02-14,06:00,IC,"(-1,0]",1,0,0
2026-02-14,06:00,IC,"(-30,-15]",1,0,15
2026-02-14,06:00,IC,"(-5,-1]",1,0,4
2026-02-14,06:00,IC,"(0,1]",1,1,0
2026-02-14,06:00,IC,"(10,15]",3,37,0
2026-02-14,06:00,IC,"(15,30]",1,18,0
2026-02-14,06:00,IC,"(30,60]",2,100,0
2026-02-14,06:00,IC,"(5,10]",1,7,0
2026-02-14,06:00,MET,"(-1,0]",2,0,0
2026-02-14,06:00,MET,"(-10,-5]",1,0,9
2026-02-14,06:00,MET,"(-5,-1]",3,0,5
2026-02-14,06:00,MET,"(0,1]",2,2,0
2026-02-14,06:00,MET,"(1,5]",6,16,0
2026-02-14,06:00,REG,"(-1,0]",49,0,0
2026-02-14,06:00,REG,"(-10,-5]",26,0,152
2026-02-14,06:00,REG,"(-15,-10]",1,0,11
2026-02-14,06:00,REG,"(-30,-15]",1,0,15
2026-02-14,06:00,REG,"(-5,-1]",196,0,413
2026-02-14,06:00,REG,"(0,1]",62,62,0
2026-02-14,06:00,REG,"(1,5]",183,589,0
2026-02-14,06:00,REG,"(10,15]",6,84,0
2026-02-14,06:00,REG,"(15,30]",12,266,0
2026-02-14,06:00,REG,"(30,60]",8,324,0
2026-02-14,06:00,REG,"(5,10]",38,289,0
2026-02-14,06:00,REG,"(60,120]",1,100,0
2026-02-14,07:00,EC,"(-5,-1]",2,0,7
2026-02-14,07:00,EC,"(0,1]",1,1,0
2026-02-14,07:00,EC,"(1,5]",1,5,0
2026-02-14,07:00,EC,"(15,30]",1,18,0
2026-02-14,07:00,FA,"(60,120]",1,103,0
2026-02-14,07:00,FA,> 120,1,122,0
2026-02-14,07:00,FR,"(-10,-5]",1,0,5
2026-02-14,07:00,FR,"(-30,-15]",1,0,18
2026-02-14,07:00,FR,"(-5,-1]",1,0,2
2026-02-14,07:00,FR,"(1,5]",1,3,0
2026-02-14,07:00,FR,"(15,30]",2,40,0
2026-02-14,07:00,FR,"(30,60]",4,200,0
2026-02-14,07:00,FR,"(5,10]",1,8,0
2026-02-14,07:00,FR,"(60,120]",6,518,0
2026-02-14,07:00,FR,> 120,4,753,0
2026-02-14,07:00,IC,"(-10,-5]",1,0,6
2026-02-14,07:00,IC,"(-5,-1]",2,0,6
2026-02-14,07:00,IC,"(1,5]",1,3,0
2026-02-14,07:00,IC,"(10,15]",1,12,0
2026-02-14,07:00,IC,"(30,60]",1,44,0
2026-02-14,07:00,IC,"(5,10]",3,23,0
2026-02-14,07:00,MET,"(-1,0]",3,0,0
2026-02-14,07:00,MET,"(-10,-5]",1,0,5
2026-02-14,07:00,MET,"(-5,-1]",5,0,11
2026-02-14,07:00,MET,"(0,1]",3,3,0
2026-02-14,07:00,MET,"(1,5]",1,4,0
2026-02-14,07:00,MET,"(5,10]",1,9,0
2026-02-14,07:00,REG,"(-1,0]",47,0,0
2026-02-14,07:00,REG,"(-10,-5]",21,0,126
2026-02-14,07:00,REG,"(-15,-10]",2,0,23
2026-02-14,07:00,REG,"(-5,-1]",170,0,333
2026-02-14,07:00,REG,"(0,1]",59,59,0
2026-02-14,07:00,REG,"(1,5]",127,393,0
2026-02-14,07:00,REG,"(10,15]",7,83,0
2026-02-14,07:00,REG,"(15,30]",13,280,0
2026-02-14,07:00,REG,"(30,60]",3,130,0
2026-02-14,07:00,REG,"(5,10]",39,285,0
2026-02-14,08:00,EC,"(-5,-1]",1,0,4
2026-02-14,08:00,EC,"(0,1]",1,1,0
2026-02-14,08:00,EC,"(15,30]",1,25,0
2026-02-14,08:00,FA,"(30,60]",1,60,0
2026-02-14,08:00,FR,"(-5,-1]",1,0,2
2026-02-14,08:00,FR,"(1,5]",1,3,0
2026-02-14,08:00,FR,"(30,60]",1,46,0
2026-02-14,08:00,FR,"(5,10]",2,17,0
2026-02-14,08:00,FR,"(60,120]",3,255,0
2026-02-14,08:00,FR,> 120,4,675,0
2026-02-14,08:00,IC,"(-1,0]",1,0,0
2026-02-14,08:00,IC,"(-15,-10]",1,0,13
2026-02-14,08:00,IC,"(1,5]",2,5,0
2026-02-14,08:00,IC,"(5,10]",1,6,0
2026-02-14,08:00,MET,"(-1,0]",1,0,0
2026-02-14,08:00,MET,"(-10,-5]",1,0,5
2026-02-14,08:00,MET,"(-5,-1]",6,0,14
2026-02-14,08:00,MET,"(0,1]",3,3,0
2026-02-14,08:00,MET,"(1,5]",3,7,0
2026-02-14,08:00,REG,"(-1,0]",38,0,0
2026-02-14,08:00,REG,"(-10,-5]",23,0,130
2026-02-14,08:00,REG,"(-5,-1]",160,0,322
2026-02-14,08:00,REG,"(0,1]",53,53,0
2026-02-14,08:00,REG,"(1,5]",112,348,0
2026-02-14,08:00,REG,"(10,15]",4,52,0
2026-02-14,08:00,REG,"(15,30]",10,225,0
2026-02-14,08:00,REG,"(30,60]",3,113,0
2026-02-14,08:00,REG,"(5,10]",21,147,0
2026-02-14,08:00,,"(1,5]",1,2,0
2026-02-14,09:00,EC,"(-5,-1]",1,0,3
2026-02-14,09:00,EC,"(1,5]",1,4,0
2026-02-14,09:00,EC,"(5,10]",1,6,0
2026-02-14,09:00,FR,"(10,15]",1,15,0
2026-02-14,09:00,FR,"(15,30]",1,19,0
2026-02-14,09:00,FR,"(30,60]",1,51,0
2026-02-14,09:00,FR,"(5,10]",1,6,0
2026-02-14,09:00,FR,"(60,120]",3,264,0
2026-02-14,09:00,FR,> 120,1,145,0
2026-02-14,09:00,IC,"(-1,0]",1,0,0
2026-02-14,09:00,IC,"(-10,-5]",2,0,12
2026-02-14,09:00,IC,"(-5,-1]",1,0,1
2026-02-14,09:00,IC,"(1,5]",1,2,0
2026-02-14,09:00,IC,"(5,10]",2,13,0
2026-02-14,09:00,IC,"(60,120]",1,77,0
2026-02-14,09:00,MET,"(-1,0]",1,0,0
2026-02-14,09:00,MET,"(-10,-5]",1,0,8
2026-02-14,09:00,MET,"(-5,-1]",5,0,10
2026-02-14,09:00,MET,"(0,1]",2,2,0
2026-02-14,09:00,MET,"(1,5]",3,8,0
2026-02-14,09:00,MET,"(5,10]",1,7,0
2026-02-14,09:00,REG,"(-1,0]",36,0,0
2026-02-14,09:00,REG,"(-10,-5]",17,0,100
2026-02-14,09:00,REG,"(-15,-10]",1,0,10
2026-02-14,09:00,REG,"(-5,-1]",133,0,271
2026-02-14,09:00,REG,"(0,1]",46,46,0
2026-02-14,09:00,REG,"(1,5]",86,289,0
2026-02-14,09:00,REG,"(10,15]",3,41,0
2026-02-14,09:00,REG,"(15,30]",7,166,0
2026-02-14,09:00,REG,"(30,60]",1,37,0
2026-02-14,09:00,REG,"(5,10]",30,230,0
2026-02-14,09:00,REG,"(60,120]",3,260,0
2026-02-14,10:00,EC,"(-5,-1]",1,0,3
2026-02-14,10:00,EC,"(0,1]",1,1,0
2026-02-14,10:00,EC,"(15,30]",1,22,0
2026-02-14,10:00,EC,"(5,10]",1,10,0
2026-02-14,10:00,FA,"(60,120]",1,68,0
2026-02-14,10:00,FR,"(-1,0]",1,0,0
2026-02-14,10:00,FR,"(0,1]",1,1,0
2026-02-14,10:00,FR,"(10,15]",1,13,0
2026-02-14,10:00,FR,"(15,30]",1,27,0
2026-02-14,10:00,FR,"(5,10]",1,10,0
2026-02-14,10:00,FR,"(60,120]",2,186,0
2026-02-14,10:00,FR,> 120,5,842,0
2026-02-14,10:00,IC,"(0,1]",1,1,0
2026-02-14,10:00,IC,"(1,5]",5,19,0
2026-02-14,10:00,IC,"(15,30]",1,23,0
2026-02-14,10:00,MET,"(-5,-1]",3,0,9
2026-02-14,10:00,MET,"(0,1]",3,3,0
2026-02-14,10:00,MET,"(1,5]",4,12,0
2026-02-14,10:00,MET,"(5,10]",1,6,0
2026-02-14,10:00,REG,"(-1,0]",50,0,0
2026-02-14,10:00,REG,"(-10,-5]",21,0,126
2026-02-14,10:00,REG,"(-5,-1]",99,0,188
2026-02-14,10:00,REG,"(0,1]",36,36,0
2026-02-14,10:00,REG,"(1,5]",68,214,0
2026-02-14,10:00,REG,"(10,15]",6,73,0
2026-02-14,10:00,REG,"(15,30]",6,125,0
2026-02-14,10:00,REG,"(30,60]",4,180,0
2026-02-14,10:00,REG,"(5,10]",25,183,0
2026-02-14,11:00,EC,"(-5,-1]",1,0,2
2026-02-14,11:00,EC,"(0,1]",1,1,0
2026-02-14,11:00,EC,"(1,5]",2,8,0
2026-02-14,11:00,EC,"(15,30]",1,18,0
2026-02-14,11:00,FB,"(15,30]",1,20,0
2026-02-14,11:00,FR,"(-1,0]",1,0,0
2026-02-14,11:00,FR,"(1,5]",2,10,0
2026-02-14,11:00,FR,"(15,30]",2,41,0
2026-02-14,11:00,FR,"(5,10]",1,9,0
2026-02-14,11:00,FR,"(60,120]",3,259,0
2026-02-14,11:00,FR,> 120,1,145,0
2026-02-14,11:00,IC,"(-1,0]",1,0,0
2026-02-14,11:00,IC,"(-10,-5]",1,0,5
2026-02-14,11:00,IC,"(0,1]",1,1,0
2026-02-14,11:00,IC,"(1,5]",3,9,0
2026-02-14,11:00,IC,"(15,30]",2,41,0
2026-02-14,11:00,MET,"(-10,-5]",2,0,14
2026-02-14,11:00,MET,"(-5,-1]",2,0,3
2026-02-14,11:00,MET,"(0,1]",1,1,0
2026-02-14,11:00,MET,"(1,5]",4,12,0
2026-02-14,11:00,MET,"(10,15]",1,15,0
2026-02-14,11:00,REG,"(-1,0]",40,0,0
2026-02-14,11:00,REG,"(-10,-5]",18,0,104
2026-02-14,11:00,REG,"(-15,-10]",2,0,22
2026-02-14,11:00,REG,"(-5,-1]",129,0,259
2026-02-14,11:00,REG,"(0,1]",39,39,0
2026-02-14,11:00,REG,"(1,5]",80,241,0
2026-02-14,11:00,REG,"(10,15]",6,71,0
2026-02-14,11:00,REG,"(15,30]",8,162,0
2026-02-14,11:00,REG,"(30,60]",4,142,0
2026-02-14,11:00,REG,"(5,10]",16,113,0
2026-02-14,11:00,REG,"(60,120]",2,172,0
2026-02-14,12:00,EC,"(0,1]",1,1,0
2026-02-14,12:00,EC,"(15,30]",1,16,0
2026-02-14,12:00,ECFR,"(10,15]",1,14,0
2026-02-14,12:00,FB,"(60,120]",1,106,0
2026-02-14,12:00,FR,"(-1,0]",1,0,0
2026-02-14,12:00,FR,"(1,5]",2,7,0
2026-02-14,12:00,FR,"(5,10]",1,6,0
2026-02-14,12:00,FR,"(60,120]",2,166,0
2026-02-14,12:00,FR,> 120,1,133,0
2026-02-14,12:00,IC,"(-1,0]",2,0,0
2026-02-14,12:00,IC,"(15,30]",1,22,0
2026-02-14,12:00,ICN,"(-10,-5]",1,0,6
2026-02-14,12:00,MET,"(-1,0]",2,0,0
2026-02-14,12:00,MET,"(-5,-1]",5,0,12
2026-02-14,12:00,MET,"(0,1]",2,2,0
2026-02-14,12:00,MET,"(1,5]",2,5,0
2026-02-14,12:00,REG,"(-1,0]",50,0,0
2026-02-14,12:00,REG,"(-10,-5]",19,0,117
2026-02-14,12:00,REG,"(-30,-15]",1,0,20
2026-02-14,12:00,REG,"(-5,-1]",164,0,322
2026-02-14,12:00,REG,"(0,1]",50,50,0
2026-02-14,12:00,REG,"(1,5]",121,350,0
2026-02-14,12:00,REG,"(10,15]",3,41,0
2026-02-14,12:00,REG,"(15,30]",10,225,0
2026-02-14,12:00,REG,"(30,60]",3,99,0
2026-02-14,12:00,REG,"(5,10]",18,140,0
2026-02-14,13:00,EC,"(-1,0]",1,0,0
2026-02-14,13:00,EC,"(-15,-10]",1,0,12
2026-02-14,13:00,EC,"(-5,-1]",1,0,4
2026-02-14,13:00,EC,"(1,5]",1,2,0
2026-02-14,13:00,FA,"(60,120]",1,97,0
2026-02-14,13:00,FB,"(1,5]",1,2,0
2026-02-14,13:00,FB,"(5,10]",1,10,0
2026-02-14,13:00,FR,"(-1,0]",1,0,0
2026-02-14,13:00,FR,"(-5,-1]",1,0,4
2026-02-14,13:00,FR,"(1,5]",2,7,0
2026-02-14,13:00,FR,"(60,120]",7,763,0
2026-02-14,13:00,FR,> 120,1,161,0
2026-02-14,13:00,IC,"(-5,-1]",2,0,3
2026-02-14,13:00,IC,"(0,1]",1,1,0
2026-02-14,13:00,IC,"(1,5]",1,2,0
2026-02-14,13:00,IC,"(10,15]",1,12,0
2026-02-14,13:00,ICN,"(15,30]",1,22,0
2026-02-14,13:00,MET,"(-1,0]",2,0,0
2026-02-14,13:00,MET,"(-10,-5]",2,0,14
2026-02-14,13:00,MET,"(-5,-1]",4,0,6
2026-02-14,13:00,MET,"(0,1]",4,4,0
2026-02-14,13:00,REG,"(-1,0]",62,0,0
2026-02-14,13:00,REG,"(-10,-5]",32,0,188
2026-02-14,13:00,REG,"(-5,-1]",180,0,376
2026-02-14,13:00,REG,"(0,1]",55,55,0
2026-02-14,13:00,REG,"(1,5]",120,377,0
2026-02-14,13:00,REG,"(10,15]",5,61,0
2026-02-14,13:00,REG,"(15,30]",9,174,0
2026-02-14,13:00,REG,"(30,60]",4,164,0
2026-02-14,13:00,REG,"(5,10]",24,173,0
2026-02-14,13:00,REG,"(60,120]",2,162,0
2026-02-14,14:00,EC,"(-5,-1]",1,0,1
2026-02-14,14:00,EC,"(5,10]",1,8,0
2026-02-14,14:00,FR,"(-1,0]",2,0,0
2026-02-14,14:00,FR,"(1,5]",2,7,0
2026-02-14,14:00,FR,"(15,30]",1,29,0
2026-02-14,14:00,FR,"(30,60]",3,127,0
2026-02-14,14:00,FR,"(5,10]",1,7,0
2026-02-14,14:00,FR,"(60,120]",3,324,0
2026-02-14,14:00,IC,"(-10,-5]",1,0,9
2026-02-14,14:00,IC,"(0,1]",1,1,0
2026-02-14,14:00,IC,"(5,10]",1,6,0
2026-02-14,14:00,MET,"(-1,0]",3,0,0
2026-02-14,14:00,MET,"(-5,-1]",4,0,7
2026-02-14,14:00,MET,"(0,1]",4,4,0
2026-02-14,14:00,MET,"(1,5]",2,5,0
